"";"sp";"sn";"wp";"wn"
"1";1,57759577421571;1,30901906816378;1,9699168962146;1,40071164581883
"2";0,9938378585162;1,43493135453667;1,5524291555925;1,35170025255647
"3";1,14707895114787;1,0426873675917;1,35031894640367;1,31187481479463
"4";0,8808932411265;0,9729402156394;0,821838046449615;0,781270234274833
"5";1,49791396462889;1,6822572366866;1,6612589488584;1,62153099274056
"6";1,3232164000458;1,04814348219994;1,6854280461195;1,19707254787975
"7";1,5367499657377;1,63595323965405;1,44664548446411;1,6383267709245
"8";1,05454025560478;2,02560187297227;1,54282146740971;1,885315223516
"9";0,790905553109143;1,28636211157805;1,11765997427218;1,23225722913994
"10";0,82290281898075;0,972951226506083;1,01491472898611;0,9319888040836
"11";1,450606888504;1,4883843948861;1,54130229734494;1,30556237526939
"12";0,9557648142684;1,009139745272;1,05992546371687;0,9227089237494
"13";1,69812194688625;1,40312448777771;2,012827853948;1,79094125070988
"14";1,031378918028;1,18653464445415;1,18425709918933;1,33068410711369
"15";1,4364370372923;1,50478197672411;1,54586112504711;1,19471387281568
"16";1,0249379195227;1,2499784902392;0,995190969165667;1,309047843443
"17";1,60029569220875;1,42892444827953;2,23239533580656;1,70095624311962
"18";NA;0,971174940693;0,788277565445;0,908335054868727
"19";0,852290491627429;1,61542073051941;1,5127922624874;1,49636625207929
"20";1,66853984964375;1,3456384493924;1,67610435363286;1,85482621658107
"21";0,949577709313857;0,94854055895425;1,03353321841929;1,08655621963431
"22";1,7890874037524;1,851910945475;1,97291134778706;1,88873725620684
"23";0,808904076301571;1,27444841883929;0,82464176321775;1,00855984450171
"24";1,2639475241269;1,72237508859428;1,36914397215789;1,83608773794732
"25";1,25803598252867;1,15512045472124;0,964979336303105;1,13999518102753
"26";1,00132301132978;1,27919366035247;0,908474975271538;1,41116194794812
"27";0,9363352544175;1,42681078717071;1,13932215949884;1,18316268778793
"28";1,6752694171266;1,47880665054661;1,16241375993583;1,32976015115844
"29";1,2517201589311;1,19022234695512;0,866565516206692;1,25278938462779
"30";2,01590398825;2,14632262235009;2,01111545086929;2,24427321996578
"31";1,500356757978;1,5771869383547;1,374518589368;1,1967240142296
"32";1,1471210734902;1,21838121715524;1,41490723235768;1,48937250799217
"33";1,27411778010637;1,6987793913354;1,3103278730155;1,56639474742917
"34";1,1588508300644;1,02739835836017;0,951738078104;0,967350810506611
"35";0,999732003457857;1,06656202662633;1,1470633566235;1,0420772094156
"36";1,10914409601644;1,07642787520006;1,19967633076471;1,01607170866969
"37";1,51891698782333;1,48770901032069;1,64697124082235;1,46096974043828
"38";1,3757222788086;1,25970333419116;1,2106538482159;1,35968803183137
"39";1,57323380808511;1,69092322218779;1,80500068495971;1,61548874206865
"40";1,4001356764999;1,23799046043506;1,18315877025817;1,2624247574542
"41";1,20306124947757;1,49926999424906;1,4472105242604;1,227082071707
"42";1,0178359664514;1,72290321529856;2,14253864188111;1,41230835458164
"43";1,4437917081148;1,1768334362491;1,34996113364615;1,21343602807826
"44";0,8999194651712;1,29246758848183;1,16060119901;1,66154692622441
"45";1,1568632557485;1,33280403127872;1,25920611640826;1,30200161884675
"46";1,23930615341289;1,28410659306135;1,52112340431635;1,4146620144125
"47";1,00108338602329;1,41032372321573;0,992249602609875;1,20528647769907
"48";1,66926925641;1,98681143668765;1,55864707928437;1,9948427714847
"49";0,925880504476;0,958188694944;0,9692554098344;1,32400131080957
"50";0,989276150253889;1,14393824408589;1,77757559886231;1,32397409418428
"51";1,3640196205613;1,2105349868419;1,2803405694087;1,0957150614016
"52";1,47708427828633;1,83951161254722;1,8246594903415;1,82577079071778
"53";1,10311645635425;1,41456648968625;1,10514805462967;1,52316100515422
"54";1,00728891659689;1,19350154502295;1,105943665236;1,14874284315111
"55";1,764749138565;1,52796738123154;1,7191321072144;1,37630460399975
"56";1,1524642492427;1,19396475631873;0,982473069434158;1,09588055997
"57";NA;0,816013235408;0,695353532144667;NA
"58";1,65918687915575;1,42169128273221;1,79458085723781;1,1355268252296
"59";0,964367245920875;1,07885054265956;0,974561461142562;1,04614505631216
"60";1,2077265450089;1,65420602547842;1,28892567045665;1,81211028166312
"61";1,1982248720561;1,3602418483517;1,4682214277495;1,71278986897725
"62";0,937001904741143;0,892225213835571;0,9332836023515;0,867868238340067
"63";1,344389892565;2,01406097822114;1,695373472094;1,59851484422383
"64";1,12283066466844;1,1617131810257;1,63716060893658;1,23853413163632
"65";0,962467826469;1,21729087783988;1,20780952276945;1,2872217390817
"66";1,899703660806;2,03493129265813;1,65617563598813;1,54071565423682
"67";1,82075673107714;1,79451998730144;1,68269685545361;1,52421798261115
"68";1,4480241240966;1,64659136389778;1,28426928645295;1,67486646903422
"69";1,3053643509655;1,42508528896416;1,28622747852905;1,20856585132895
"70";1,3930347425655;1,89400733800118;1,6015853024144;1,76888445845621
"71";0,988608478305429;0,906845117151562;0,8232195544236;0,921034326511632
"72";1,04115536078589;1,15461480714575;1,0341242177076;1,10598776979118
"73";1,85356415898162;1,73294131461679;1,79579204997868;1,54998323109684
"74";1,40610661499156;1,6016914690396;1,8071839319377;1,73988047940407
"75";1,26969496567767;1,28015830487116;1,04982703261517;1,17757884753611
"76";1,20875829676411;1,1820456309839;1,19644874840729;1,19866064827368
"77";1,3793679754324;1,3855815061195;1,37320095536379;1,729250061707
"78";1,026839899613;1,42750633959488;1,1473180319433;1,28168115898237
"79";0,77999905026775;0,969782863480857;0,9267822538368;1,1131294045086
"80";0,79536692760575;0,997337366699222;0,858445485413385;1,06485381401938
"81";1,3337485902938;1,286201569165;1,30979504800205;1,25459121136915
"82";0,992367163219;0,945185824410471;1,06338468100058;0,936325096877833
"83";1,36248883013322;1,24686974881279;1,39807233125795;1,3406541500208
"84";1,650417455721;1,51681522642615;1,61348476703021;1,71030426767154
"85";1,3726981403965;1,75976431549711;1,35334953910875;1,89365519097225
"86";1,24545562444578;1,37894002205905;1,23718177531706;1,32082310063833
"87";1,5468746046037;1,42152094239945;1,63357484239475;1,3121222500473
"88";0,9907759569371;1,24403566019805;1,09491924533555;1,01862734637638
"89";1,2274621234283;1,43512863195185;1,4036287835788;1,51659110784324
"90";1,4248855850005;1,58696223847294;1,40289290425095;1,49762466850268
"91";1,94963048560444;1,63850831217187;1,45675061440947;1,21128627835516
"92";0,96117150612425;1,01909218841221;1,06955430191073;1,22589335419877
"93";1,0894804715196;1,40220878554637;1,33511896843506;1,24120926879079
"94";1,1880302915833;1,27607552259782;1,10229471949835;1,43079063167871
"95";1,630946088777;1,52679213764579;1,29249879989842;1,3905627894295
"96";1,4901458200626;1,26999890612494;1,41960357577833;1,34249118694667
"97";1,0568730261464;1,4415939598259;1,4329146690759;1,03001209726994
"98";1,810396586815;1,53539865344131;2,30085542228067;1,89244536794308
"99";1,15328474254544;1,444395323422;1,27083124997711;1,39359915428579
"100";1,71112459152125;1,86031323559812;1,42601462254456;1,99755650138789
"101";1,48336237159667;1,77840002612542;1,52176923267845;1,20292822729021
"102";1,44925308350286;1,27071254306867;1,30851115012585;1,37981995056636
